v4_gene_model	v3_gene_model
Zm00001d014894	GRMZM2G055682
Zm00001d010179	GRMZM2G055684
Zm00001d027355	GRMZM2G055698
Zm00001d037918	GRMZM2G055699
Zm00001d027454	GRMZM2G055704
Zm00001d015974	GRMZM2G055705
Zm00001d035664	GRMZM2G055717
Zm00001d037917	GRMZM2G055724
Zm00001d027453	GRMZM2G055737
Zm00001d002069	GRMZM2G055752
Zm00001d016129	GRMZM2G055754
Zm00001d047509	GRMZM2G055768
Zm00001d050897	GRMZM2G055782
Zm00001d048536	GRMZM2G055785
Zm00001d043477	GRMZM2G055795
Zm00001d034673	GRMZM2G055802
Zm00001d043797	GRMZM2G055807
Zm00001d020348	GRMZM2G055809
Zm00001d015791	GRMZM2G055826
Zm00001d047507	GRMZM2G055827
Zm00001d034674	GRMZM2G055834
Zm00001d002068	GRMZM2G055844
Zm00001d003934	GRMZM2G055854
Zm00001d043432	GRMZM2G055857
Zm00001d000270	GRMZM2G055859
Zm00001d027354	GRMZM2G055880
Zm00001d005306	GRMZM2G055883
Zm00001d043479	GRMZM2G055898
Zm00001d048539	GRMZM2G055899
Zm00001d043797	GRMZM2G055905
Zm00001d020363	GRMZM2G055917
Zm00001d011581	GRMZM2G055936
Zm00001d003110	GRMZM2G055957
Zm00001d005638	GRMZM2G055960
Zm00001d031766	GRMZM2G055968
Zm00001d010282	GRMZM2G055970
Zm00001d004917	GRMZM2G055973
Zm00001d044995	GRMZM2G055982
Zm00001d031470	GRMZM2G055992
Zm00001d040040	GRMZM2G055999
Zm00001d011013	GRMZM2G056014
Zm00001d003109	GRMZM2G056036
Zm00001d035270	GRMZM2G056038
Zm00001d030725	GRMZM2G056039
Zm00001d031471	GRMZM2G056056
Zm00001d022028	GRMZM2G056075
Zm00001d046120	GRMZM2G056078
Zm00001d022043	GRMZM2G056081
Zm00001d007401	GRMZM2G056088
Zm00001d046530	GRMZM2G056093
Zm00001d047587	GRMZM2G056099
Zm00001d007388	GRMZM2G056103
Zm00001d046423	GRMZM2G056109
Zm00001d036489	GRMZM2G056116
Zm00001d043431	GRMZM2G056120
Zm00001d031471	GRMZM2G056122
Zm00001d022027	GRMZM2G056143
Zm00001d008390	GRMZM2G056145
Zm00001d029395	GRMZM2G056151
Zm00001d046531	GRMZM2G056166
Zm00001d008881	GRMZM2G056221
Zm00001d050301	GRMZM2G056224
Zm00001d027760	GRMZM2G056231
Zm00001d017495	GRMZM2G056236
Zm00001d011418	GRMZM2G056247
Zm00001d017840	GRMZM2G056252
Zm00001d045164	GRMZM2G056256
Zm00001d023874	GRMZM2G056270
Zm00001d008391	GRMZM2G056285
Zm00001d033330	GRMZM2G056303
Zm00001d035269	GRMZM2G056306
Zm00001d007379	GRMZM2G056329
Zm00001d007378	GRMZM2G056335
Zm00001d050300	GRMZM2G056350
Zm00001d029050	GRMZM2G056355
Zm00001d032516	GRMZM2G056357
Zm00001d045353	GRMZM2G056365
Zm00001d021666	GRMZM2G056369
Zm00001d028895	GRMZM2G056373
Zm00001d043795	GRMZM2G056388
Zm00001d034826	GRMZM2G056393
Zm00001d032249	GRMZM2G056400
Zm00001d014413	GRMZM2G056403
Zm00001d022227	GRMZM2G056407
Zm00001d033029	GRMZM2G056418
Zm00001d018484	GRMZM2G056419
Zm00001d029049	GRMZM2G056424
Zm00001d032517	GRMZM2G056431
Zm00001d050714	GRMZM2G056442
Zm00001d029048	GRMZM2G056462
Zm00001d006883	GRMZM2G056467
Zm00001d027947	GRMZM2G056469
Zm00001d042709	GRMZM2G056495
Zm00001d004348	GRMZM2G056500
Zm00001d020003	GRMZM2G056501
Zm00001d016933	GRMZM2G056505
Zm00001d001989	GRMZM2G056513
Zm00001d009362	GRMZM2G056524
Zm00001d010162	GRMZM2G056539
Zm00001d005095	GRMZM2G056546
Zm00001d018763	GRMZM2G056547
Zm00001d006884	GRMZM2G056564
Zm00001d022573	GRMZM2G056569
Zm00001d001988	GRMZM2G056572
Zm00001d049729	GRMZM2G056573
Zm00001d018483	GRMZM2G056582
Zm00001d032518	GRMZM2G056594
Zm00001d018482	GRMZM2G056598
Zm00001d020804	GRMZM2G056600
Zm00001d006336	GRMZM2G056606
Zm00001d021662	GRMZM2G056608
Zm00001d006885	GRMZM2G056612
Zm00001d021661	GRMZM2G056627
Zm00001d016934	GRMZM2G056629
Zm00001d006337	GRMZM2G056632
Zm00001d033984	GRMZM2G056645
Zm00001d015754	GRMZM2G056661
Zm00001d031860	GRMZM2G056686
Zm00001d004640	GRMZM2G056695
Zm00001d024083	GRMZM2G056697
Zm00001d042279	GRMZM2G056702
Zm00001d022179	GRMZM2G056732
Zm00001d022572	GRMZM2G056733
Zm00001d022570	GRMZM2G056750
Zm00001d024082	GRMZM2G056756
Zm00001d017482	GRMZM2G056762
Zm00001d014358	GRMZM2G056766
Zm00001d022569	GRMZM2G056772
Zm00001d053245	GRMZM2G056773
Zm00001d027684	GRMZM2G056786
Zm00001d024941	GRMZM2G056799
Zm00001d027685	GRMZM2G056804
Zm00001d032233	GRMZM2G056815
Zm00001d045793	GRMZM2G056826
Zm00001d004641	GRMZM2G056828
Zm00001d014359	GRMZM2G056842
Zm00001d014360	GRMZM2G056849
Zm00001d020503	GRMZM2G056851
Zm00001d053680	GRMZM2G056867
Zm00001d027688	GRMZM2G056870
Zm00001d020148	GRMZM2G056875
Zm00001d017474	GRMZM2G056889
Zm00001d017473	GRMZM2G056903
Zm00001d017485	GRMZM2G056908
Zm00001d033820	GRMZM2G056909
Zm00001d008855	GRMZM2G056912
Zm00001d033821	GRMZM2G056914
Zm00001d034915	GRMZM2G056916
Zm00001d053682	GRMZM2G056920
Zm00001d003822	GRMZM2G056929
Zm00001d021169	GRMZM2G056934
Zm00001d029331	GRMZM2G056944
Zm00001d035171	GRMZM2G056961
Zm00001d040163	GRMZM2G056975
Zm00001d007451	GRMZM2G056977
Zm00001d012337	GRMZM2G056986
Zm00001d017066	GRMZM2G056988
Zm00001d032945	GRMZM2G056989
Zm00001d003791	GRMZM2G056996
Zm00001d014887	GRMZM2G057000
Zm00001d003649	GRMZM2G057006
Zm00001d005749	GRMZM2G057011
Zm00001d021979	GRMZM2G057023
Zm00001d035170	GRMZM2G057026
Zm00001d028842	GRMZM2G057027
Zm00001d051565	GRMZM2G057031
Zm00001d020441	GRMZM2G057037
Zm00001d042433	GRMZM2G057044
Zm00001d028264	GRMZM2G057051
Zm00001d007454	GRMZM2G057056
Zm00001d015546	GRMZM2G057057
Zm00001d004862	GRMZM2G057065
Zm00001d043515	GRMZM2G057067
Zm00001d012336	GRMZM2G057075
Zm00001d004861	GRMZM2G057078
Zm00001d025946	GRMZM2G057084
Zm00001d003823	GRMZM2G057086
Zm00001d035169	GRMZM2G057091
Zm00001d032946	GRMZM2G057093
Zm00001d003200	GRMZM2G057113
Zm00001d009939	GRMZM2G057116
Zm00001d013317	GRMZM2G057129
Zm00001d002661	GRMZM2G057131
Zm00001d004197	GRMZM2G057136
Zm00001d043286	GRMZM2G057140
Zm00001d040164	GRMZM2G057150
Zm00001d027514	GRMZM2G057158
Zm00001d007319	GRMZM2G057159
Zm00001d051485	GRMZM2G057171
Zm00001d032929	GRMZM2G057173
Zm00001d021980	GRMZM2G057176
Zm00001d017067	GRMZM2G057184
Zm00001d035337	GRMZM2G057186
Zm00001d020340	GRMZM2G057208
Zm00001d005490	GRMZM2G057220
Zm00001d007320	GRMZM2G057237
Zm00001d048373	GRMZM2G057243
Zm00001d021985	GRMZM2G057247
Zm00001d038931	GRMZM2G057251
Zm00001d035168	GRMZM2G057258
Zm00001d021988	GRMZM2G057260
Zm00001d051484	GRMZM2G057262
Zm00001d053989	GRMZM2G057265
Zm00001d021784	GRMZM2G057281
Zm00001d043737	GRMZM2G057283
Zm00001d019282	GRMZM2G057296
Zm00001d045896	GRMZM2G057301
Zm00001d040383	GRMZM2G057305
Zm00001d015513	GRMZM2G057328
Zm00001d013010	GRMZM2G057329
Zm00001d040382	GRMZM2G057352
Zm00001d038932	GRMZM2G057369
Zm00001d033704	GRMZM2G057374
Zm00001d021785	GRMZM2G057380
Zm00001d017466	GRMZM2G057386
Zm00001d038933	GRMZM2G057388
Zm00001d033704	GRMZM2G057394
Zm00001d053262	GRMZM2G057402
Zm00001d036632	GRMZM2G057408
Zm00001d029603	GRMZM2G057412
Zm00001d042062	GRMZM2G057413
Zm00001d011696	GRMZM2G057416
Zm00001d035040	GRMZM2G057436
Zm00001d025639	GRMZM2G057437
Zm00001d023222	GRMZM2G057441
Zm00001d007133	GRMZM2G057448
Zm00001d048655	GRMZM2G057450
Zm00001d032603	GRMZM2G057451
Zm00001d014451	GRMZM2G057459
Zm00001d030108	GRMZM2G057466
Zm00001d048192	GRMZM2G057467
Zm00001d021787	GRMZM2G057475
Zm00001d052449	GRMZM2G057483
Zm00001d050000	GRMZM2G057486
Zm00001d048372	GRMZM2G057491
Zm00001d042063	GRMZM2G057506
Zm00001d035039	GRMZM2G057509
Zm00001d048370	GRMZM2G057514
Zm00001d050003	GRMZM2G057519
Zm00001d030342	GRMZM2G057522
Zm00001d048369	GRMZM2G057529
Zm00001d021788	GRMZM2G057535
Zm00001d025640	GRMZM2G057554
Zm00001d023220	GRMZM2G057557
Zm00001d026261	GRMZM2G057567
Zm00001d020599	GRMZM2G057569
Zm00001d014885	GRMZM2G057571
Zm00001d023218	GRMZM2G057576
Zm00001d048034	GRMZM2G057590
Zm00001d031939	GRMZM2G057608
Zm00001d044768	GRMZM2G057611
Zm00001d046919	GRMZM2G057616
Zm00001d011288	GRMZM2G057618
Zm00001d016409	GRMZM2G057622
Zm00001d013241	GRMZM2G057623
Zm00001d035759	GRMZM2G057630
Zm00001d003282	GRMZM2G057637
Zm00001d016410	GRMZM2G057642
Zm00001d028579	GRMZM2G057646
Zm00001d029226	GRMZM2G057652
Zm00001d044769	GRMZM2G057672
Zm00001d029227	GRMZM2G057674
Zm00001d030101	GRMZM2G057690
Zm00001d027605	GRMZM2G057694
Zm00001d026260	GRMZM2G057698
Zm00001d017647	GRMZM2G057717
Zm00001d021789	GRMZM2G057724
Zm00001d044192	GRMZM2G057733
Zm00001d046033	GRMZM2G057743
Zm00001d050628	GRMZM2G057749
Zm00001d023455	GRMZM2G057753
Zm00001d017639	GRMZM2G057766
Zm00001d029772	GRMZM2G057768
Zm00001d005790	GRMZM2G057779
Zm00001d017645	GRMZM2G057789
Zm00001d030623	GRMZM2G057820
Zm00001d042453	GRMZM2G057823
Zm00001d017640	GRMZM2G057829
Zm00001d016760	GRMZM2G057841
Zm00001d005789	GRMZM2G057852
Zm00001d044193	GRMZM2G057853
Zm00001d047271	GRMZM2G057865
Zm00001d006350	GRMZM2G057885
Zm00001d011107	GRMZM2G057891
Zm00001d017643	GRMZM2G057907
Zm00001d005144	GRMZM2G057910
Zm00001d002851	GRMZM2G057930
Zm00001d034038	GRMZM2G057935
Zm00001d044102	GRMZM2G057942
Zm00001d048325	GRMZM2G057950
Zm00001d044194	GRMZM2G057955
Zm00001d047705	GRMZM2G057959
Zm00001d052667	GRMZM2G057963
Zm00001d045697	GRMZM2G057966
Zm00001d034752	GRMZM2G057973
Zm00001d045696	GRMZM2G057983
Zm00001d053874	GRMZM2G058004
Zm00001d021704	GRMZM2G058013
Zm00001d044425	GRMZM2G058021
Zm00001d012456	GRMZM2G058024
Zm00001d045695	GRMZM2G058026
Zm00001d034037	GRMZM2G058032
Zm00001d036820	GRMZM2G058033
Zm00001d048326	GRMZM2G058037
Zm00001d044195	GRMZM2G058039
Zm00001d033186	GRMZM2G058057
Zm00001d021703	GRMZM2G058070
Zm00001d034753	GRMZM2G058075
Zm00001d044422	GRMZM2G058078
Zm00001d024105	GRMZM2G058081
Zm00001d021931	GRMZM2G058087
Zm00001d034754	GRMZM2G058089
Zm00001d006040	GRMZM2G058095
Zm00001d026346	GRMZM2G058098
Zm00001d006226	GRMZM2G058105
Zm00001d052692	GRMZM2G058120
Zm00001d019586	GRMZM2G058128
Zm00001d048332	GRMZM2G058133
Zm00001d028782	GRMZM2G058138
Zm00001d029955	GRMZM2G058149
Zm00001d011713	GRMZM2G058155
Zm00001d034036	GRMZM2G058158
Zm00001d021358	GRMZM2G058173
Zm00001d021932	GRMZM2G058197
Zm00001d021357	GRMZM2G058208
Zm00001d018182	GRMZM2G058220
Zm00001d033187	GRMZM2G058227
Zm00001d033188	GRMZM2G058244
Zm00001d042454	GRMZM2G058250
Zm00001d015460	GRMZM2G058252
Zm00001d034338	GRMZM2G058261
Zm00001d008369	GRMZM2G058276
Zm00001d048598	GRMZM2G058279
Zm00001d018443	GRMZM2G058289
Zm00001d017616	GRMZM2G058292
Zm00001d004551	GRMZM2G058300
Zm00001d009708	GRMZM2G058305
Zm00001d021702	GRMZM2G058310
Zm00001d038765	GRMZM2G058314
Zm00001d046499	GRMZM2G058336
Zm00001d014085	GRMZM2G058345
Zm00001d010025	GRMZM2G058358
Zm00001d006857	GRMZM2G058364
Zm00001d008984	GRMZM2G058366
Zm00001d048596	GRMZM2G058370
Zm00001d048023	GRMZM2G058374
Zm00001d030646	GRMZM2G058382
Zm00001d048595	GRMZM2G058394
Zm00001d040005	GRMZM2G058398
Zm00001d031940	GRMZM2G058402
Zm00001d008370	GRMZM2G058404
Zm00001d045650	GRMZM2G058407
Zm00001d048594	GRMZM2G058410
Zm00001d034340	GRMZM2G058414
Zm00001d017617	GRMZM2G058432
Zm00001d050929	GRMZM2G058441
Zm00001d048802	GRMZM2G058447
Zm00001d042455	GRMZM2G058450
Zm00001d021701	GRMZM2G058451
Zm00001d009707	GRMZM2G058456
Zm00001d047478	GRMZM2G058470
Zm00001d038229	GRMZM2G058472
Zm00001d044868	GRMZM2G058474
Zm00001d014656	GRMZM2G058479
Zm00001d023312	GRMZM2G058481
Zm00001d019808	GRMZM2G058484
Zm00001d008983	GRMZM2G058491
Zm00001d034341	GRMZM2G058496
Zm00001d024158	GRMZM2G058498
Zm00001d034862	GRMZM2G058511
Zm00001d043921	GRMZM2G058518
Zm00001d047479	GRMZM2G058522
Zm00001d025714	GRMZM2G058525
Zm00001d029625	GRMZM2G058528
Zm00001d023313	GRMZM2G058531
Zm00001d044867	GRMZM2G058549
Zm00001d044866	GRMZM2G058560
Zm00001d034863	GRMZM2G058568
Zm00001d025705	GRMZM2G058573
Zm00001d034343	GRMZM2G058584
Zm00001d026491	GRMZM2G058588
Zm00001d004418	GRMZM2G058591
Zm00001d023314	GRMZM2G058595
Zm00001d004417	GRMZM2G058597
Zm00001d023825	GRMZM2G058612
Zm00001d021700	GRMZM2G058622
Zm00001d030174	GRMZM2G058630
Zm00001d044036	GRMZM2G058655
Zm00001d045706	GRMZM2G058675
Zm00001d008367	GRMZM2G058681
Zm00001d053672	GRMZM2G058685
Zm00001d010795	GRMZM2G058690
Zm00001d032224	GRMZM2G058702
Zm00001d024610	GRMZM2G058703
Zm00001d034344	GRMZM2G058734
Zm00001d053672	GRMZM2G058739
Zm00001d010796	GRMZM2G058745
Zm00001d034345	GRMZM2G058760
Zm00001d039234	GRMZM2G058765
Zm00001d031139	GRMZM2G058814
Zm00001d048961	GRMZM2G058832
Zm00001d005968	GRMZM2G058862
Zm00001d053671	GRMZM2G058866
Zm00001d048590	GRMZM2G058868
Zm00001d028438	GRMZM2G058870
Zm00001d034346	GRMZM2G058872
Zm00001d040223	GRMZM2G058881
Zm00001d033883	GRMZM2G058884
Zm00001d036654	GRMZM2G058900
Zm00001d028436	GRMZM2G058910
Zm00001d009591	GRMZM2G058913
Zm00001d040588	GRMZM2G058923
Zm00001d017668	GRMZM2G058930
Zm00001d001788	GRMZM2G058948
Zm00001d042479	GRMZM2G058954
Zm00001d001787	GRMZM2G058966
Zm00001d041582	GRMZM2G058970
Zm00001d023801	GRMZM2G059010
Zm00001d031407	GRMZM2G059012
Zm00001d013847	GRMZM2G059013
Zm00001d007065	GRMZM2G059015
Zm00001d050253	GRMZM2G059018
Zm00001d027951	GRMZM2G059020
Zm00001d051366	GRMZM2G059021
Zm00001d049138	GRMZM2G059026
Zm00001d031191	GRMZM2G059029
Zm00001d007786	GRMZM2G059033
Zm00001d039133	GRMZM2G059037
Zm00001d053286	GRMZM2G059039
Zm00001d025379	GRMZM2G059042
Zm00001d043889	GRMZM2G059052
Zm00001d031189	GRMZM2G059064
Zm00001d011835	GRMZM2G059073
Zm00001d042049	GRMZM2G059083
Zm00001d018816	GRMZM2G059088
Zm00001d027957	GRMZM2G059102
Zm00001d005751	GRMZM2G059106
Zm00001d042476	GRMZM2G059108
Zm00001d025380	GRMZM2G059110
Zm00001d011834	GRMZM2G059117
Zm00001d038362	GRMZM2G059121
Zm00001d015395	GRMZM2G059124
Zm00001d031412	GRMZM2G059129
Zm00001d025380	GRMZM2G059132
Zm00001d042940	GRMZM2G059134
Zm00001d032094	GRMZM2G059138
Zm00001d037278	GRMZM2G059151
Zm00001d022533	GRMZM2G059165
Zm00001d016784	GRMZM2G059167
Zm00001d049734	GRMZM2G059179
Zm00001d011833	GRMZM2G059191
Zm00001d014865	GRMZM2G059212
Zm00001d023608	GRMZM2G059214
Zm00001d021087	GRMZM2G059225
Zm00001d052682	GRMZM2G059252
Zm00001d028390	GRMZM2G059260
Zm00001d049736	GRMZM2G059266
Zm00001d037277	GRMZM2G059282
Zm00001d038363	GRMZM2G059285
Zm00001d011832	GRMZM2G059299
Zm00001d052680	GRMZM2G059302
Zm00001d038365	GRMZM2G059306
Zm00001d046344	GRMZM2G059308
Zm00001d038365	GRMZM2G059314
Zm00001d049738	GRMZM2G059325
Zm00001d043059	GRMZM2G059353
Zm00001d040113	GRMZM2G059358
Zm00001d045543	GRMZM2G059361
Zm00001d015505	GRMZM2G059363
Zm00001d003031	GRMZM2G059365
Zm00001d052485	GRMZM2G059381
Zm00001d044327	GRMZM2G059392
Zm00001d041855	GRMZM2G059393
Zm00001d032120	GRMZM2G059397
Zm00001d027530	GRMZM2G059428
Zm00001d049714	GRMZM2G059432
Zm00001d049505	GRMZM2G059445
Zm00001d011579	GRMZM2G059449
Zm00001d042886	GRMZM2G059453
Zm00001d032083	GRMZM2G059465
Zm00001d017968	GRMZM2G059496
Zm00001d011580	GRMZM2G059497
Zm00001d032084	GRMZM2G059502
Zm00001d024796	GRMZM2G059517
Zm00001d049506	GRMZM2G059538
Zm00001d049715	GRMZM2G059544
Zm00001d013735	GRMZM2G059549
Zm00001d049507	GRMZM2G059556
Zm00001d043060	GRMZM2G059562
Zm00001d047738	GRMZM2G059565
Zm00001d046352	GRMZM2G059580
Zm00001d023348	GRMZM2G059582
Zm00001d011684	GRMZM2G059590
Zm00001d050165	GRMZM2G059618
Zm00001d048848	GRMZM2G059620
Zm00001d037342	GRMZM2G059634
Zm00001d038366	GRMZM2G059637
Zm00001d050166	GRMZM2G059643
Zm00001d043576	GRMZM2G059663
Zm00001d052303	GRMZM2G059669
Zm00001d016675	GRMZM2G059671
Zm00001d043378	GRMZM2G059678
Zm00001d002488	GRMZM2G059689
Zm00001d010840	GRMZM2G059693
Zm00001d043574	GRMZM2G059700
Zm00001d041380	GRMZM2G059703
Zm00001d053055	GRMZM2G059706
Zm00001d042048	GRMZM2G059711
Zm00001d002020	GRMZM2G059740
Zm00001d043573	GRMZM2G059753
Zm00001d047093	GRMZM2G059785
Zm00001d043572	GRMZM2G059795
Zm00001d043913	GRMZM2G059799
Zm00001d043571	GRMZM2G059801
Zm00001d038905	GRMZM2G059825
Zm00001d034978	GRMZM2G059836
Zm00001d038905	GRMZM2G059845
Zm00001d016674	GRMZM2G059851
Zm00001d046205	GRMZM2G059860
Zm00001d027231	GRMZM2G059865
Zm00001d015047	GRMZM2G059877
Zm00001d016059	GRMZM2G059887
Zm00001d048361	GRMZM2G059891
Zm00001d011351	GRMZM2G059893
Zm00001d004585	GRMZM2G059906
Zm00001d048362	GRMZM2G059937
Zm00001d038907	GRMZM2G059939
Zm00001d018102	GRMZM2G059958
Zm00001d033793	GRMZM2G059964
Zm00001d025206	GRMZM2G059965
Zm00001d033792	GRMZM2G059981
Zm00001d032306	GRMZM2G059985
Zm00001d037859	GRMZM2G059991
Zm00001d037274	GRMZM2G060000
Zm00001d029627	GRMZM2G060001
Zm00001d006630	GRMZM2G060011
Zm00001d050974	GRMZM2G060023
Zm00001d042778	GRMZM2G060027
Zm00001d014496	GRMZM2G060029
Zm00001d011091	GRMZM2G060045
Zm00001d024681	GRMZM2G060054
Zm00001d035195	GRMZM2G060057
Zm00001d008513	GRMZM2G060061
Zm00001d033541	GRMZM2G060070
Zm00001d051720	GRMZM2G060073
Zm00001d038146	GRMZM2G060079
Zm00001d007042	GRMZM2G060109
Zm00001d006629	GRMZM2G060114
Zm00001d042246	GRMZM2G060116
Zm00001d028457	GRMZM2G060138
Zm00001d009880	GRMZM2G060142
Zm00001d028456	GRMZM2G060148
Zm00001d014495	GRMZM2G060150
Zm00001d043970	GRMZM2G060156
Zm00001d007043	GRMZM2G060160
Zm00001d045649	GRMZM2G060163
Zm00001d016081	GRMZM2G060167
Zm00001d038660	GRMZM2G060170
Zm00001d023939	GRMZM2G060183
Zm00001d048553	GRMZM2G060185
Zm00001d008312	GRMZM2G060190
Zm00001d022153	GRMZM2G060194
Zm00001d049903	GRMZM2G060206
Zm00001d009960	GRMZM2G060210
Zm00001d010716	GRMZM2G060213
Zm00001d042777	GRMZM2G060216
Zm00001d016082	GRMZM2G060253
Zm00001d042658	GRMZM2G060255
Zm00001d029673	GRMZM2G060257
Zm00001d027292	GRMZM2G060265
Zm00001d006627	GRMZM2G060271
Zm00001d042774	GRMZM2G060276
Zm00001d010711	GRMZM2G060284
Zm00001d046751	GRMZM2G060290
Zm00001d027293	GRMZM2G060296
Zm00001d046834	GRMZM2G060311
Zm00001d050389	GRMZM2G060319
Zm00001d052366	GRMZM2G060322
Zm00001d038661	GRMZM2G060324
Zm00001d010710	GRMZM2G060327
Zm00001d037254	GRMZM2G060337
Zm00001d053531	GRMZM2G060344
Zm00001d013887	GRMZM2G060349
Zm00001d016999	GRMZM2G060355
Zm00001d051272	GRMZM2G060357
Zm00001d020543	GRMZM2G060369
Zm00001d035312	GRMZM2G060373
Zm00001d053349	GRMZM2G060383
Zm00001d007586	GRMZM2G060394
Zm00001d005792	GRMZM2G060400
Zm00001d020054	GRMZM2G060410
Zm00001d005793	GRMZM2G060429
Zm00001d004234	GRMZM2G060444
Zm00001d053923	GRMZM2G060451
Zm00001d050827	GRMZM2G060464
Zm00001d052365	GRMZM2G060465
Zm00001d009548	GRMZM2G060467
Zm00001d052364	GRMZM2G060470
Zm00001d009354	GRMZM2G060481
Zm00001d015521	GRMZM2G060485
Zm00001d038803	GRMZM2G060505
Zm00001d048471	GRMZM2G060507
Zm00001d022244	GRMZM2G060511
Zm00001d046401	GRMZM2G060513
Zm00001d011559	GRMZM2G060516
Zm00001d019744	GRMZM2G060517
Zm00001d045729	GRMZM2G060522
Zm00001d042039	GRMZM2G060536
Zm00001d042040	GRMZM2G060540
Zm00001d011560	GRMZM2G060541
Zm00001d029506	GRMZM2G060544
Zm00001d052157	GRMZM2G060554
Zm00001d015520	GRMZM2G060561
Zm00001d048470	GRMZM2G060564
Zm00001d053923	GRMZM2G060567
Zm00001d021821	GRMZM2G060579
Zm00001d014876	GRMZM2G060583
Zm00001d038804	GRMZM2G060611
Zm00001d052155	GRMZM2G060630
Zm00001d014876	GRMZM2G060659
Zm00001d053919	GRMZM2G060669
Zm00001d041571	GRMZM2G060680
Zm00001d030849	GRMZM2G060690
Zm00001d034644	GRMZM2G060702
Zm00001d003358	GRMZM2G060712
Zm00001d019361	GRMZM2G060714
Zm00001d035678	GRMZM2G060715
Zm00001d025374	GRMZM2G060720
Zm00001d024738	GRMZM2G060721
Zm00001d011878	GRMZM2G060723
Zm00001d038805	GRMZM2G060726
Zm00001d053028	GRMZM2G060727
Zm00001d052364	GRMZM2G060732
Zm00001d034686	GRMZM2G060735
Zm00001d032828	GRMZM2G060742
Zm00001d021918	GRMZM2G060749
Zm00001d052363	GRMZM2G060760
Zm00001d021915	GRMZM2G060762
Zm00001d034400	GRMZM2G060765
Zm00001d015957	GRMZM2G060781
Zm00001d024732	GRMZM2G060798
Zm00001d000116	GRMZM2G060800
Zm00001d044677	GRMZM2G060811
Zm00001d038807	GRMZM2G060817
Zm00001d010324	GRMZM2G060824
Zm00001d017702	GRMZM2G060834
Zm00001d017699	GRMZM2G060837
Zm00001d047574	GRMZM2G060842
Zm00001d035288	GRMZM2G060856
Zm00001d015389	GRMZM2G060857
Zm00001d018791	GRMZM2G060866
Zm00001d036443	GRMZM2G060868
Zm00001d036233	GRMZM2G060870
Zm00001d005271	GRMZM2G060872
Zm00001d011642	GRMZM2G060886
Zm00001d003315	GRMZM2G060891
Zm00001d053404	GRMZM2G060896
Zm00001d018162	GRMZM2G060898
Zm00001d003313	GRMZM2G060906
Zm00001d047574	GRMZM2G060918
Zm00001d017700	GRMZM2G060919
Zm00001d010325	GRMZM2G060922
Zm00001d034399	GRMZM2G060924
Zm00001d049838	GRMZM2G060937
Zm00001d013725	GRMZM2G060940
Zm00001d004083	GRMZM2G060942
Zm00001d000143	GRMZM2G060943
Zm00001d051589	GRMZM2G060947
Zm00001d049087	GRMZM2G060949
Zm00001d028360	GRMZM2G060952
Zm00001d039347	GRMZM2G060974
Zm00001d011885	GRMZM2G060977
Zm00001d019693	GRMZM2G060986
Zm00001d024815	GRMZM2G060987
Zm00001d039346	GRMZM2G060991
Zm00001d021757	GRMZM2G060993
Zm00001d010462	GRMZM2G060999
Zm00001d039345	GRMZM2G061005
Zm00001d053918	GRMZM2G061016
Zm00001d039343	GRMZM2G061018
Zm00001d053916	GRMZM2G061023
Zm00001d012314	GRMZM2G061043
Zm00001d009224	GRMZM2G061052
Zm00001d053913	GRMZM2G061078
Zm00001d034396	GRMZM2G061084
Zm00001d009140	GRMZM2G061088
Zm00001d028359	GRMZM2G061096
Zm00001d029872	GRMZM2G061099
Zm00001d033404	GRMZM2G061101
Zm00001d038440	GRMZM2G061105
Zm00001d051707	GRMZM2G061118
Zm00001d041989	GRMZM2G061127
Zm00001d024754	GRMZM2G061135
Zm00001d038099	GRMZM2G061143
Zm00001d021878	GRMZM2G061156
Zm00001d005772	GRMZM2G061184
Zm00001d035194	GRMZM2G061186
Zm00001d008689	GRMZM2G061187
Zm00001d028576	GRMZM2G061202
Zm00001d041988	GRMZM2G061206
Zm00001d049071	GRMZM2G061230
Zm00001d021877	GRMZM2G061234
Zm00001d045013	GRMZM2G061257
Zm00001d045358	GRMZM2G061277
Zm00001d048222	GRMZM2G061280
Zm00001d046073	GRMZM2G061283
Zm00001d026129	GRMZM2G061287
Zm00001d042740	GRMZM2G061289
Zm00001d013724	GRMZM2G061292
Zm00001d051637	GRMZM2G061303
Zm00001d041987	GRMZM2G061305
Zm00001d048220	GRMZM2G061314
Zm00001d012112	GRMZM2G061318
Zm00001d042740	GRMZM2G061321
Zm00001d012110	GRMZM2G061354
Zm00001d012109	GRMZM2G061396
Zm00001d026130	GRMZM2G061398
Zm00001d045410	GRMZM2G061401
Zm00001d011886	GRMZM2G061403
Zm00001d020137	GRMZM2G061408
Zm00001d012108	GRMZM2G061419
Zm00001d048218	GRMZM2G061428
Zm00001d033873	GRMZM2G061442
Zm00001d036667	GRMZM2G061444
Zm00001d042018	GRMZM2G061446
Zm00001d024755	GRMZM2G061447
Zm00001d010010	GRMZM2G061450
Zm00001d036668	GRMZM2G061465
Zm00001d037816	GRMZM2G061469
Zm00001d045065	GRMZM2G061472
Zm00001d014584	GRMZM2G061485
Zm00001d032295	GRMZM2G061487
Zm00001d037519	GRMZM2G061492
Zm00001d003473	GRMZM2G061495
Zm00001d025863	GRMZM2G061499
Zm00001d043244	GRMZM2G061515
